"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
XI8R64GT,book,2018,"Salamanca López, Manuel Joaquín",Entornos Digitales: Humanidades y Ciencias Sociales en la Universidad Complutense de Madrid.,,978-607-98364-0-5,,,,,2018,2025-06-24 18:36:09,2026-02-17 01:57:04,,,,,,,,,,,,,Red de Humanidades Digitales,Ciudad de México,Español,,,,,,,,<p>00000</p>,,,#nosource,,"Romero López, María Dolores",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6AE3MCLX,book,2003,"Vega, María José",Literatura hipertextual y teoría literaria,,,,,http://cv.uoc.edu/~04_999_01_u07/vega1.html,,2003,2025-06-24 18:36:09,2026-02-17 01:57:04,,,,,,,,,,,,,Marenostrum comunicación,Madrid,Spanish,,,,,,,,<p>00029</p>; <p>The following values have no corresponding Zotero field:JF - Aura Digital. Estudis de cibercultura hipertextual</p>,,,#nosource; Hipertexto; Teoría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R8583B8T,book,2019,"Clivaz, C.","Ecritures digitales. Digital Writing, Digital Scriptures",,978-90-04-40256-0,,,https://doi.org/10.1163/9789004402560_002,,2019,2025-06-24 18:36:08,2026-02-17 01:57:04,,,,,1,,,,Digital Biblical Studies,4,,,Brill,Leiden - Boston,"Français, English",,,,,,,,<p>ZSCC: 0000006 </p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,
PJNT68PK,book,2019,,Digital Classical Philology. Ancient Greek and Latin in the Digital Revolution,,978-3-11-059678-6 978-3-11-059957-2,,,,,2019,2025-06-24 18:36:08,2026-02-17 01:57:04,,,,,1,,,,Age of Access? Grundfragen der Informationsgesellschaft,10,,,Walter de Gruyter GmbH,Berlin - Boston,English,,,,,,,,<p>ZSCC: 0000017 </p>,,,#nosource,,"Berti, M.",,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,
6B3BSST7,book,2018,,Humanidades Digitales: Construcciones locales en contextos globales. Actas del I Congreso Internacional de la Asociación Argentina de Humanidades Digitales - AAHD,,978-987-4019-97-4,,,,,2018,2025-06-24 18:36:08,2026-02-17 01:57:04,,,,,1,,,,,,,,Universidad de Buenos Aires. Editorial de la Facultad de Filosofía y Letras,Buenos Aires,Español,,,,,,,,<p>ZSCC: NoCitationData[s0] </p>,,,#nosource,,"Río Riande, G. del; Calarco, G.; Striker, G.; León, R. de",,,,,,,,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,
WAE5QL34,book,2013,,Imágenes de la tecnología y la globalización en las literaturas hispánicas,,,,,http://www.ibero-americana.net/cgi-bin/infodetail.cgi?doknr=521750&lang=es&txt=einleitung,"Imágenes de la tecnología y la globalización en las literaturas hispánicas / Jesús Montoya Juárez, Ángel Esteban del Campo (eds.) recoge una serie de estudios donde se reflexiona sobre las conexiones de la literatura con las nuevas tecnología y los medios de comunicación. Compuesta por ensayos de especialistas como Jorge Carrión, Francisca Noguerol, Daniel Mesa Gancedo o Doménico Chiappe, entre otros, se abordan algunas pautas sobre la última narrativa en español, los textos en la nueva identidad digital y el hibridismo tecnológico en la literatura hispánica actual.",2013,2025-06-24 18:36:07,2026-02-17 01:57:04,,,,,,,,,,,,,Iberoamericana - Vervuert,Madrid - Frankfurt,,,,,,,,,<p>00000</p>,,,#nosource,,"Montoya Juárez, Jesús; Esteban del Campo, Ángel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7XA5T96,book,2018,,"Literatura en el laboratorio. Canon, archivo y crítica literaria en la era digital",,,,,"https://www.gedisa.com/ficha.aspx?idcol=240&cod=240018&titulo=Literatura-en-el-laboratorio&aut=Moretti,%20Franco#.YQg4k-3tbe1",,2018,2025-06-24 18:36:07,2026-02-17 01:57:04,,,,,,,,,,,,,Gedisa,Barcelona,es,,,,,,,,"Is it possible for a computer program to identify literary genres as well as human reasoning, to completely sequence a set of novels in order to trace the peculiarity of the stylistic phenomenon? The research of Franco Moretti and his team, the Stanford Literary Lab founded in 2010, has confirmed it: we can use computational systems to analyze in detail the genres of the novel, look for patterns in the arrangement of the most frequent words and scrutinize the interconnected layers of meaning. But undoubtedly one of the most important novelties to emerge from the digitization of literary studies is the ability to map the vast and unexplored continent of literature (The Great Unread): «We used to work with a couple of hundred nineteenth-century novels, but now we can analyze thousands or tens of thousands and soon hundreds of thousands; it is as if, suddenly, we have a telescope with which we can observe unknown galaxies». In this exploratory journey into the «narrative genome», Literature in the Laboratory succeeds in spreading the passion of a rigorous research process that, not without its difficulties, opens revolutionary doors for literary studies.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,"Moretti, Franco",,"Rojas Castro, Antonio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8NVVIES,book,2008,,Literaturas del texto al hipermedia,,978-84-7658-888-8 84-7658-888-7,,,,,2008,2025-06-24 18:36:07,2026-02-17 01:57:04,,,,,,,,,,,,,Anthropos,Rubí,Spanish,,,,,,,,<p>00006</p>,,,#nosource,,"Romero López, Dolores; Sanz Cabrerizo, Ángeles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAMK4KMJ,book,2008,"Pardo Salgado, Carmen",Las TIC: una reflexión filosófica,,,,,,"La razón técnica se encarna hoy en las Tecnologías de la Información y la Comunicación y en sus efectos en la transformación de la producción y transmisión del saber. Con ella se insta a sustituir -en las sociedades postindustriales-, a la antigua mano de obra por un nuevo capital humano fundado en el conocimiento. En el ca mino hacia esta sociedad cohabitan los antiguos discursos ilustrados junto a la exigencia de una formación permanente que hace del conocimiento un valor de cambio. En esta situación y alejándonos tanto de un discurso que demoniza la técnica como de los discursos complacientes que hacen de ella la panacea para todos los males, interrogamos de nuevo nuestra relación con la técnica y sus nexos con el sistema económico, político y social en el que se encuentra.",2008,2025-06-24 18:36:06,2026-02-17 01:57:04,,,,,,,,,,,,,Laertes,Barcelona,,,,,,,,,,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XBTUD2AG,book,1998,"Moreno Hernández, Carlos",Literatura e hipertexto: de la cultura manuscrita a la cultura electrónica,,84-362-3683-1 978-84-362-3683-5,,,,,1998,2025-06-24 18:36:06,2026-02-17 01:57:04,,,,,,,,Literatura e hipertexto,,,,,Universidad Nacional de Educación a Distancia,Madrid,Spanish,,,,,,,,<p>00031</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N7AL3JQY,book,2015,"Pérez López, Mª Ángeles; Sánchez Aparicio, Vega",Letras y bytes. Escrituras y nuevas tecnologías,,,,,http://www.reichenberger.de/Pages/plit77.html,,2015,2025-06-24 18:36:06,2026-02-17 01:57:04,,,,,,,,,,,,,Edition Reichenberger,Kassel,,,,,,,,,"

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,"Noguerol, Francisca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV9FRZ9A,book,2000,"Vouillamoz, Núria",Literatura e hipermedia: la irrupción de la literatura interactiva,,,,,,,2000,2025-06-24 18:36:06,2026-02-17 01:57:04,,,,,,,,,,,,,Paidós,Barcelona,Spanish,,,,,,,,<p>00087</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAX5YDI5,book,2001,"Reynal, Vicente",Las humanidades en la era digital,,0-8447-0112-3,,,http://books.google.co.uk/books?id=BJOQBxQOi2oC&lpg=PR7&ots=gtGfb0m8xJ&dq=humanidades%20digitales&lr&pg=PP1#v=onepage&q&f=false,,2001,2025-06-24 18:36:06,2026-02-17 01:57:04,,,,,,,,,,,,,Universidad de Puerto Rico,San Juan,,,,,,,,,<p>00001</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3R95FKZZ,book,2004,"Pajares Tosca, Susana",Literatura digital: el paradigma hipertextual,,,,,,,2004,2025-06-24 18:36:06,2026-02-17 01:57:04,,,,,,,,,,,,,Universidad de Extremadura,Cáceres,,,,,,,,,<p>00041</p>,,,#nosource; Hipertexto; Teoría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D826KEY7,book,2011,,La propiedad intelectual en la era digital: límites e infracciones a los derechos de autor en internet,,,,,,,2011,2025-06-24 18:36:06,2026-02-17 01:57:04,,,,,,,,,,,,,La Ley. Grupo Wolters Kluwer,,,,,,,,,,<p>00000</p>,,,#nosource,,"Mata Marín, Ricardo Manuel; Javato Martín, Antonio María",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI5L8WPY,book,2006,"Orihuela, José Luis",La Revolución de los blogs: cuando las bitácoras se convirtieron en el medio de comunicación de la gente,,,,,,,2006,2025-06-24 18:36:06,2026-02-17 01:57:04,,,,,,,,,,,,,La Esfera de los Libros,Madrid,,,,,,,,,<p>00055</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SESTKHKD,book,2013,,Teatro e Internet en la década del siglo XXI,,,,,,,2013,2025-06-24 18:36:06,2026-02-17 01:57:04,,,,,,,,,,,,,Verbum,Madrid,,,,,,,,,<p>00012</p>,,,#nosource,,"Romera Castillo, José",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQ6UVKZ4,book,2014,"Escandell Montiel, Daniel",Escrituras para el siglo XXI. Literaturas y blogosfera,,,,,,,2014,2025-06-24 18:36:06,2026-02-17 01:57:04,,,,,,,,,,,,,Iberoamericana / Vervuert,Madrid,,,,,,,,,<p>00000</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9WY8A96W,book,2014,,"Humanidades Digitales: desafíos, logros y perspectivas de futuro",,,,,http://www.janusdigital.es/anexo.htm?id=5,,2014-04,2025-06-24 18:36:05,2026-02-17 01:57:04,2014-05-11,,,,,,,,,,,,SIELAE,A Coruña,,,,,,,,,<p>00005</p>,,,#nosource,,"López Poza, Sagrario; Pena Sueiro, Nieves",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXQ73FQA,book,1996,"Millán, José Antonio",La edición electrónica y multimedia,,,,,,,1996,2025-06-24 18:36:04,2026-02-17 01:57:04,,,,,,,,,,,,,Tesitex,Salamanca,Spanish,,,,,,,,<p>00005</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2QWHTPGI,book,2001,"Castells, Manuel",La Galaxia Internet,,,,,,,2001,2025-06-24 18:36:04,2026-02-17 01:57:04,,,,,,,,,,,,,Plaza & Janés,Barcelona,Spanish,,,,,,,,<p>00028</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2IEX244Q,book,2006,"Mora, Vicente Luis","Pangea: Internet, blogs y comunicación en un mundo nuevo",,,,,,,2006,2025-06-24 18:36:13,2026-02-17 01:57:04,,,,,,,,,,,,,Fundación José Manuel Lara,Sevilla,Spanish,,,,,,,,<p>ZSCC: 0000098</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VII5FLK3,book,2013,"Scolari, Carlos A",Narrativas Transmedia: cuando todos los medios cuentan,,978-84-234-1336-2 84-234-1336-5,,,,,2013,2025-06-24 18:36:13,2026-02-17 01:57:04,,,,,,,,Narrativas Transmedia,,,,,"Centro Libros PAPF, S.L.U.",Barcelona,Spanish,,,,,,,,<p>ZSCC: 0001824</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M32THD5A,book,2011,"Orihuela, José Luis",Mundo Twitter: una guía para comprender y dominar la plataforma que cambió la red,,,,,,,2011,2025-06-24 18:36:12,2026-02-17 01:57:04,,,,,,,,,,,,,Alienta,Barcelona,,,,,,,,,<p>ZSCC: 0000313</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDYS8Y69,book,2002,"Lucía Megías, José Manuel",Literatura románica en Internet,,,,,,,2002,2025-06-24 18:36:12,2026-02-17 01:57:04,,,,,,,,,,,,,Castalia,Madrid,Spanish,,,,,,,,<p>ZSCC: 0000011</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5EP72EZ7,book,2013,"Llosa Sanz, Álvaro",Más allá del papel. El hilo digital de la ficción impresa,,,,,http://www.academiaeditorial.com/web/wp-content/uploads/2013/11/Llosa-Hilo-digital.pdf,"Ante el despunte de los medios digitales en una cultura transformada por el hipermedia, por la inmersión en los espacios virtuales y por los nuevos hábitos sociales de lectura, el universo de la ficción que se nos ha transmitido de forma impresa comienza a replantearse su contexto pasado para hallar un espacio en el futuro. Este libro busca respuestas a una cuestión clave cuando hablamos de digitalización de obras de ficción previamente impresas: ¿es posible trasladar y de qué manera la memoria cultural del libro impreso a una memoria virtual caracterizada por el hipertexto, la inmersión audiovisual y la participación escrilectora? Si rescatamos las diversas formas de producción y recepción que rodearon la difusión de ficciones en torno a la era de la imprenta, descubriremos los hilos digitales de la ficción impresa.",2013,2025-06-24 18:36:12,2026-02-17 01:57:04,,,,,,,,,,,,,Editorial Academia del Hispanismo,Vigo,,,,,,,,,<p>ZSCC: 0000005</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMJLD7EX,book,2006,,Teoría del hipertexto,,,,,,,2006,2025-06-24 18:36:12,2026-02-17 01:57:04,,,,,,,,,,,,,Arcos,Madrid,Spanish,,,,,,,,<p>00014</p>,,,#nosource,,"Vilariño, Teresa; Abuin González, Ángel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQDVGQFB,book,2013,,Digital Art History. Special Issue,,,,,http://www.mindspring.com/%7Esundt-vr/toc.htm,,2013-06,2025-06-24 18:36:12,2026-02-17 01:57:04,,,,,29,,,,Visual Resources: An International Journal of Documentation,,,,"Routledge, Taylor & Francis Group",,en,,,,,,,,<p>ZSCC: 0000000[s0]</p>,,,#nosource; Arte digital,,"Baca, Murtha; Helmreich, Anne; Rodríguez Ortega, Nuria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JESBJS55,book,2015,,Creatividad Computacional,,ISBN: 978-607-744-284-4,,,,,2015,2025-06-24 18:36:12,2026-02-17 01:57:04,,,,,,,,,,,,,UAM-Cuajimalpa-Patria,,,,,,,,,,<p>ZSCC: NoCitationData[s0] Entrevista con el editor: https://www.youtube.com/watch?v=oNcdt5lhpeA</p>,,,#nosource,,"Pérez y Pérez, Rafael",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANXFUEK,book,2012,"Lucía Megías, José Manuel",Elogio del texto digital. Claves para interpretar el nuevo paradigma,,,,,,,2012,2025-06-24 18:36:12,2026-02-17 01:57:04,,,,,,,,,,,,,Fórcola,,Español,,,,,,,,<p>00000</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC8IW4Q4,book,2013,"Pons, Anaclet",El desorden digital. Guía para historiadores y humanistas,,,,,,"No es sólo la historia o las humanidades, es el mundo el que está cambiando, en ocasiones de forma estimulante; en otras, de una manera que nos sobresalta. Muy pocos son los que pueden presumir de comprender esa mutación. En medio de la transformación digital, zarandeados por el remolino del cambio, la sensación de confusión y desconcierto es inevitable. Este volumen se ofrece como ayuda, como guía para comprender algunos de los fenómenos que acompañan «el desorden digital» en el que estamos inmersos: los cambios en los soportes, en la lectura, en la escritura, en el documento y el archivo mismos, en la condición y la función de autor, en los modos de colaboración y en la difusión del conocimiento. El autor nos muestra una mutación que afecta a procesos con los que captamos el mundo, que utilizamos para conocerlo, muchos de los cuales pasan inadvertidos precisamente por su obviedad, por su familiaridad, cuando lo que hacen es modificar nuestro trabajo de una manera profunda. De ahí la necesidad de sobreponerse a la confusión, al extravío, y la exigencia de pensar lo que supone ese entorno digital, de aquilatar lo que sucede a nuestro alrededor.",2013,2025-06-24 18:36:11,2026-02-17 01:57:04,,,,,,,,,,,,,Siglo XXI Editores,Madrid,,,,,,,,,"No es sólo la historia o las humanidades, es el mundo el que está cambiando, en ocasiones de forma estimulante; en otras, de una manera que nos sobresalta. Muy pocos son los que pueden presumir de comprender esa mutación. En medio de la transformación digital, zarandeados por el remolino del cambio, la sensación de confusión y desconcierto es inevitable. Este volumen se ofrece como ayuda, como guía para comprender algunos de los fenómenos que acompañan «el desorden digital» en el que estamos inmersos: los cambios en los soportes, en la lectura, en la escritura, en el documento y el archivo mismos, en la condición y la función de autor, en los modos de colaboración y en la difusión del conocimiento. El autor nos muestra una mutación que afecta a procesos con los que captamos el mundo, que utilizamos para conocerlo, muchos de los cuales pasan inadvertidos precisamente por su obviedad, por su familiaridad, cuando lo que hacen es modificar nuestro trabajo de una manera profunda. De ahí la necesidad de sobreponerse a la confusión, al extravío, y la exigencia de pensar lo que supone ese entorno digital, de aquilatar lo que sucede a nuestro alrededor.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMNPZDL,book,1996,"Marcos Marín, Francisco",El comentario filológico con apoyo informático,,,,,,,1996,2025-06-24 18:36:11,2026-02-17 01:57:04,,,,,,,,,,,,,Síntesis,Madrid,,,,,,,,,<p>00014</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43XNWH3L,book,2016,"Pulos, Alexis","Transnational contexts of culture, gender, class, and colonialism in play: video games in East Asia",,978-3-319-43816-0,,,,,2016,2025-06-24 18:36:11,2026-02-17 01:57:04,,,,,,,,"Transnational contexts of culture, gender, class, and colonialism in play",East Asian popular culture,,,,Springer Science+Business Media,"New York, NY",,,,,,,,,<p>00000</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE3TXMGC,book,2014,,Visibilidad y divulgación de la investigación desde las Humanidades Digitales. Experiencias y proyectos,,978-84-8081-412-6,,,http://www.unav.edu/publicacion/biblioteca-aurea-digital/BIADIG-22,"El presente trabajo reúne iniciativas, proyectos y experiencias interesantes en los diferentes planos de este amplio contexto de la visibilidad y la difusión de la investigación en el ámbito de las Humanidades. En él se pone en común distintas experiencias, se comparte conocimientos y se da a conocer otras iniciativas, ya que en este campo de las Humanidades Digitales el valor ejemplarizante de los proyectos es muy importante. Así, el libro se ha organizado en cuatro áreas diferentes con su propia personalidad, pero vinculadas, como no podía ser de otro modo, entre sí: «Blogging académico, visibilidad y difusión de la investigación», «Revistas digitales», «Edición digital» y «Divulgación y Bibliotecas digitales».",2014,2025-06-24 18:36:11,2026-02-17 01:57:04,,,,,,,,,Biblioteca Áurea Digital,22,,,Servicio de Publicaciones de la Universidad de Navarra,,esp,,,,,,,,<p>00000</p>,,,#nosource; humanidades digitales; experiencias; proyectos,,"Baraibar, Alvaro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29PGWSMS,book,2005,"Borràs, Laura; Adell, Joan-Elies; Calefato, Patrizia; Canadell, Roger; Koskimaa, Raine; Izquierdo, Oriol; Clara Moll, Isabel; Terranova, Tiziana; Ollé, Manel; Pajares Tosca, Susana; Pinto, Rafaele; Torras, Meri; Vuillemin, Alain",Textualidades electrónicas: nuevos escenarios para la literatura,,,,,,,2005,2025-06-24 18:36:11,2026-02-17 01:57:04,,,,,,,,,,,,,Editorial UOC,Barcelona,,,,,,,,,<p>ZSCC: 0000043[s0]</p>,,,#nosource; Hipertexto; Teoría,,"Borràs, Laura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K4NN4RFT,book,2014,,Humanidades Digitales: una aproximación transdisciplinar,,,,,http://www.janusdigital.es/fa/4656756780959093003595388/anexo2janus_completo_pub.pdf,,2014,2025-06-24 18:36:11,2026-02-17 01:57:04,,,,,,,,,,,,,SIELAE,A Coruña,,,,,,,,,"The contributions gathered in this volume show how digital technologies can be applied to Medieval Studies (Philology, Art, and History) in order to improve our understanding of medieval societies and cultures.",,,#nosource,,"Baraibar, Álvaro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN43CE32,book,2009,,Teoría y literatura artística en la sociedad digital: construcción y aplicabilidad de colecciones textuales informatizadas,,978-84-9704-462-2,,,,"Las reflexiones e investigaciones que se han volcado en las páginas de este libro se centran en un ámbito muy concreto del complejo campo de la cultura digital: el de las colecciones de textos digitales. Su objetivo es triple: en primer lugar, aportar nuevas contribuciones a los estudios sobre sociedad digital e historia del arte, especialmente en relación con el desarrollo de plataformas digitales diseñadas como sistemas de información con fines investigadores, esto es, para la producción de conocimiento; en segundo lugar, presentar los primeros resultados del proyecto Atenea-TTC, un proyecto de I+D perteneciente al Plan Nacional de Arte y Humanidades que se lleva ejecutando en distintas universidades españolas y en centros extranjeros desde el año 2006 bajo el título Desarrollo de un tesauro terminológico-conceptual (TTC) de los discursos teórico-artísticos españoles de la Edad Moderna y del corpus textual informatizado (Atenea); en tercer lugar, ofrecer un protocolo de buenas prácticas, útil para todos aquellos grupos de investigación que quieran acometer proyectos de naturaleza similar. La sociedad digital plantea nuevas exigencias que hay que tener en cuenta: estándares y metadatos, normalización terminológica, flujos de navegación, estrategias de preservación digital, visualización a través de una interfaz gráfica, necesidades de interoperabilidad… Todo un conjunto de factores que el especialista debe conocer para desarrollar proyectos artísticos digitales con garantías de éxito y perdurabilidad.",2009,2025-06-24 18:36:11,2026-02-17 01:57:04,,,,,,,,,,,,,Ediciones Trea,Gijón,Spanish,,,,,,,,<p>ZSCC: NoCitationData[s0]</p>,,,#nosource; Arte digital,,"Rodríguez Ortega, Nuria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ8I52LS,book,2008,"Scolari, Carlos",Hipermediaciones. Elementos para una Teoría de la Comunicación Digital Interactiva,,,,,,,2008,2025-06-24 18:36:10,2026-02-17 01:57:04,,,,,,,,,,,,,Gedisa,Barcelona,,,,,,,,,<p>00209</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSKFX6IT,book,2004,"Scolari, Carlos",Hacer clic. Hacia una sociosemiótica de las interacciones digitales,,,,,,,2004,2025-06-24 18:36:10,2026-02-17 01:57:04,,,,,,,,,,,,,Gedisa,Barcelona,,,,,,,,,<p>00132</p>,,,#nosource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNINYEGI,book,2013,,Escritorios electrónicos para las literaturas: nuevas herramientas digitales para la anotación colaborativa,,,,,http://eprints.ucm.es/23805/1/LuisPabloNu%C3%B1ez_EscritoriosElectrLiteraturas.pdf,"El volumen recoge un conjunto de estudios relativos a la interacción entre las Humanidades y las nuevas tecnologías. Llevados a cabo por profesores e investigadores de las universidades Complutense, UNED, Universidad Federal de Santa Catarina (Brasil) y Grupo Ciberimaginario-ICONO14, tratan aspectos tales como la creación de repositorios de objetos de aprendizaje, la construcción de museos virtuales, la recuperación de la información mediante agrupación en retículos y la anotación colaborativa sobre documentos digitales, especialmente literarios. Se añade una breve historia de las anotaciones, desde la Edad Media hasta nuestros días (smartphones y tabletas). El libro va dirigido a informáticos interesados en la creación de herramientas para las humanidades digitales y a filólogos que quieran introducir las TICs en la enseñanza de la literatura en el aula. Debido al Programa de Colaboración Interuniversitaria Hispano-Brasileño con cuya ayuda se ha publicado este libro, algunos de los textos que se recogen en esta obra están escritos en español y otros en portugués.",2013,2025-06-24 18:36:10,2026-02-17 01:57:04,,,,,,,,,,,,,Universidad Complutense de Madrid,Madrid,,,,,,,,,<p>00000</p>,,,#nosource,,"Pablo Núñez, Luis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8KDG83MU,book,2013,"Fernández Travieso, Carlota",Estudio de codificación XML/TEI para Relaciones de Sucesos españolas,,978-84-695-9041-6,,,http://www.bidiso.es/sielae/upload/estaticas/file/FTCXMLTEI1.pdf,,2013,2025-06-24 18:36:10,2026-02-17 01:57:04,,,,,,,,,,,,,SIELAE (Seminario Interdisciplinar para el Estudio de la Literatura Áurea Española),A Coruña,Spanish,,,,,,,,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,#nosource; TEI; XML; Relaciones de sucesos; Historia del periodismo; SIELAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
